Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm)
2016-01-19,2016,1,19,-3.2,-14.44,-8.84,0,0,0.22,0.6
2016-01-20,2016,1,20,-3.26,-6.82,-5.06,0,0,0,0.4
2016-01-21,2016,1,21,-2.9,-8.42,-5.68,0,0.12,0.08,0.2
2016-01-22,2016,1,22,-2.02,-9.96,-6.02,0,0,0.18,0.2
2016-01-23,2016,1,23,-3.08,-10.62,-6.88,0,0,0.1,0
2016-01-24,2016,1,24,-0.06,-9.86,-4.96,0,0,0,0
2016-01-25,2016,1,25,4.56,-1.4,1.62,0.08,0,0.08,0
2016-01-26,2016,1,26,6.56,0.62,3.6,0.12,0.2,0.34,0
2016-01-27,2016,1,27,1.22,-3.04,-0.92,0,0.12,0.32,0.2
2016-01-28,2016,1,28,1.76,-2.34,-0.3,0,1.68,1.2,0
2016-01-29,2016,1,29,-0.04,-8.9,-4.5,0,0,0,1.6
2016-01-30,2016,1,30,5.54,-8.06,-1.3,0,0,0,0.8
2016-01-31,2016,1,31,10,0.04,5.06,2.12,0,2.58,0
2016-02-01,2016,2,1,9.68,0.94,5.34,0,0,0,0
2016-02-02,2016,2,2,3.74,-1.22,1.28,2.04,0,3.84,0
2016-02-03,2016,2,3,15.18,1.28,8.26,1.44,0,2.4,0
2016-02-04,2016,2,4,4.04,-0.9,1.6,0,0,0.1,0
2016-02-05,2016,2,5,2,-2.94,-0.48,0,0,0,0
2016-02-06,2016,2,6,4.24,-1.18,1.54,0,0.08,0.04,0
2016-02-07,2016,2,7,5.66,-1.76,1.98,0,0,0,0
2016-02-08,2016,2,8,4.12,-1.74,1.18,0,0.52,0.56,0.4
2016-02-09,2016,2,9,1.38,-2.8,-0.72,0,0.88,0.9,1
2016-02-10,2016,2,10,-1.1,-10.42,-5.78,0,0.96,0.52,0.8
2016-02-11,2016,2,11,-8.96,-16.98,-13,0,0,0.14,1.6
2016-02-12,2016,2,12,-3.94,-14.92,-9.44,0,0.84,0.52,1
2016-02-13,2016,2,13,-15.86,-25.7,-20.8,0,0,0.06,1.8
2016-02-14,2016,2,14,-9.58,-23.94,-16.78,0,0,0,1.6
2016-02-15,2016,2,15,-0.62,-12.26,-6.44,0.04,1.16,1.32,1.6
2016-02-16,2016,2,16,-0.08,-1.94,-1.04,0,3.8,3.04,3.6
2016-02-17,2016,2,17,-0.54,-9.36,-5,0,0.48,0.4,7.6
2016-02-18,2016,2,18,-3.18,-15.04,-9.12,0,0,0,7.2
2016-02-19,2016,2,19,8.18,-6.92,0.62,0.68,0,1.7,6
2016-02-20,2016,2,20,12.24,3.48,7.9,0.06,0,0.06,0.2
2016-02-21,2016,2,21,6.04,-1.02,2.54,0,0,0,0
2016-02-22,2016,2,22,0.56,-4.8,-2.14,0,0,0,0
2016-02-23,2016,2,23,1.42,-4.32,-1.48,0,0.24,0.36,0
2016-02-24,2016,2,24,2.3,-1.18,0.58,12.64,1.52,19.66,1
2016-02-25,2016,2,25,1.28,-5.72,-2.24,0.82,0.56,2.04,0.8
2016-02-26,2016,2,26,-2.94,-10.7,-6.84,0,0,0,1
2016-02-27,2016,2,27,4.94,-5.22,-0.12,0,0,0,0.4
2016-02-28,2016,2,28,13.44,1.42,7.46,0,0,0,0
2016-02-29,2016,2,29,9.36,-6.16,1.62,0.08,0.2,0.5,0
2016-03-01,2016,3,1,-6.84,-10.56,-8.72,0.04,6.68,6.76,0.2
2016-03-02,2016,3,2,-4.5,-10.84,-7.7,0,0.4,0.32,10
2016-03-03,2016,3,3,-3.84,-9.98,-6.94,0,1.08,0.32,8.2
2016-03-04,2016,3,4,0.18,-6.26,-3.06,0,0.16,0.28,8.8
2016-03-05,2016,3,5,0.3,-5.48,-2.62,0,0.16,0.32,5.6
2016-03-06,2016,3,6,3.3,-8.04,-2.4,0,0,0,5.2
2016-03-07,2016,3,7,10.62,0.62,5.66,0,0,0,3.6
2016-03-08,2016,3,8,11.16,3.06,7.14,0,0,0,0
2016-03-09,2016,3,9,17.72,4.14,10.96,0.28,0,0.28,0
2016-03-10,2016,3,10,13.02,3.76,8.4,2.72,0,5.08,0
2016-03-11,2016,3,11,8.58,1.5,5.06,0,0,0,0
2016-03-12,2016,3,12,15.8,-1.54,7.16,0,0,0.04,0
2016-03-13,2016,3,13,8.9,3.12,6.04,2.2,0,2.2,0
2016-03-14,2016,3,14,8.34,3.6,6,6.12,0,8.74,0
2016-03-15,2016,3,15,9.62,5.64,7.66,2.32,0,5.66,0
2016-03-16,2016,3,16,12.8,3.64,8.24,1.52,0,2.76,0
2016-03-17,2016,3,17,10.18,1.94,6.1,0.58,0,0.84,0
2016-03-18,2016,3,18,5.98,-1.48,2.28,0,0.04,0.08,0
2016-03-19,2016,3,19,1.88,-5.24,-1.72,0,0,0.04,0
2016-03-20,2016,3,20,3.02,-4.8,-0.9,0,0,0,0
2016-03-21,2016,3,21,3.92,-3.02,0.44,0,0,0,0
2016-03-22,2016,3,22,5.3,-3.66,0.82,1.12,0,1.42,0
2016-03-23,2016,3,23,,,,0.16,1.08,2.14,1
2016-03-24,2016,3,24,,,,3.8,0.64,8.08,1.4
2016-03-25,2016,3,25,,,,0,0,3.08,1.2
2016-03-26,2016,3,26,5.68,-4.06,0.84,0,0,0,0.8
2016-03-27,2016,3,27,,,,0,0,0,0
2016-03-28,2016,3,28,,,,4,0,7.26,0
2016-03-29,2016,3,29,7.3,-1.08,3.12,0,0,0.04,0
2016-03-30,2016,3,30,10.44,-1.86,4.3,1.8,0,1.86,0
2016-03-31,2016,3,31,14.16,6.66,10.44,12.88,0,23.16,0
2016-04-01,2016,4,1,11.72,3.14,7.44,0,0,0.04,0
2016-04-02,2016,4,2,4.8,-2.62,1.1,0,0.36,0.6,0
2016-04-03,2016,4,3,,,,0,6.64,5.7,0.2
2016-04-04,2016,4,4,-1.42,-6.66,-4.06,0,1.16,5.8,7.4
2016-04-05,2016,4,5,0.74,-8.7,-4.02,0,0.32,0.24,3.8
2016-04-06,2016,4,6,6.92,-2.38,2.3,3.94,1.42,8.26,1.8
2016-04-07,2016,4,7,7.48,-0.64,3.42,0.28,0.08,0.54,0
2016-04-08,2016,4,8,4.3,-3.98,0.16,0,0.08,0.08,0
2016-04-09,2016,4,9,-0.26,-5.86,-3.08,0,0,0,0
2016-04-10,2016,4,10,1.96,-7.16,-2.64,2.12,0.92,6.52,0
2016-04-11,2016,4,11,10.24,0.26,5.26,1.44,0,3.28,0.2
2016-04-12,2016,4,12,,-0.98,,0,0,0.04,0
2016-04-13,2016,4,13,6.24,-2.96,1.66,0,0,0,0
2016-04-14,2016,4,14,,,,0,0,0,0
2016-04-15,2016,4,15,,,,0,0,0,0
2016-04-16,2016,4,16,16.24,4.42,10.36,0,0,0,0
2016-04-17,2016,4,17,20.82,4.46,12.66,0,0,0,0
2016-04-18,2016,4,18,23.76,6.86,15.34,0,0,0,0
2016-04-19,2016,4,19,15.82,6.2,11.04,0,0,0,0
2016-04-20,2016,4,20,14.46,3.46,8.98,0,0,0,0
2016-04-21,2016,4,21,15.32,5.56,10.46,1.48,0,2,0
2016-04-22,2016,4,22,18.48,7.16,12.86,0.5,0,0.78,0
2016-04-23,2016,4,23,,2.48,,0,0,0,0
2016-04-24,2016,4,24,10.84,1.98,6.46,0.08,0,0.08,0
2016-04-25,2016,4,25,8.4,4.16,6.3,6.96,0,8.28,0
2016-04-26,2016,4,26,6.02,,,5.12,0,7.62,0
2016-04-27,2016,4,27,,0.56,,0,0,0,0
2016-04-28,2016,4,28,8.06,0.92,4.5,0,0,0,0
2016-04-29,2016,4,29,11.18,4.64,7.94,0,0,0,0
2016-04-30,2016,4,30,14.24,2.4,8.32,0.72,0,0.72,0
2016-05-01,2016,5,1,10.04,6.78,8.44,3,0,4.66,0
2016-05-02,2016,5,2,12.62,5.64,9.16,0.28,0,0.42,0
2016-05-03,2016,5,3,14.24,4.06,9.18,0,0,0,0
2016-05-04,2016,5,4,15.34,4.48,9.94,0,0,0,0
2016-05-05,2016,5,5,16.86,7.84,12.36,0.2,0,0.2,0
2016-05-06,2016,5,6,21.06,7.7,14.42,0,0,0,0
2016-05-07,2016,5,7,17.08,6.86,12,0.1,0,0.16,0
2016-05-08,2016,5,8,14.04,4.34,9.22,2.16,0,3.04,0
2016-05-09,2016,5,9,15.02,2.64,8.86,0,0,0,0
2016-05-10,2016,5,10,15.8,4.56,10.2,0,0,0,0
2016-05-11,2016,5,11,18.08,5.42,11.78,0,0,0,0
2016-05-12,2016,5,12,21.3,7.46,14.4,4.88,0,4.88,0
2016-05-13,2016,5,13,20.74,13.16,16.96,4.72,0,7.36,0
2016-05-14,2016,5,14,,,,2.4,0,3.5,0
2016-05-15,2016,5,15,8.12,2.2,5.2,0.36,0.04,0.62,0
2016-05-16,2016,5,16,17.94,1.42,9.7,3.48,0,4.42,0
2016-05-17,2016,5,17,16,4.86,10.46,0,0,0.06,0
2016-05-18,2016,5,18,16.22,5.38,10.8,0,0,0,0
2016-05-19,2016,5,19,19.68,9.6,14.68,0,0,0,0
2016-05-20,2016,5,20,22.2,7.28,14.76,0,0,0,0
2016-05-21,2016,5,21,22.94,12.18,17.58,0,0,0,0
2016-05-22,2016,5,22,22.88,12.4,17.68,0,0,0,0
2016-05-23,2016,5,23,25.3,11.2,18.26,0,0,0,0
2016-05-24,2016,5,24,28.56,11.3,19.94,0,0,0,0
2016-05-25,2016,5,25,29.52,14.86,22.22,0,0,0,0
2016-05-26,2016,5,26,23.84,15.48,19.68,1.48,0,2.98,0
2016-05-27,2016,5,27,28.7,15.8,22.28,1,0,1.16,0
2016-05-28,2016,5,28,30.18,17.48,23.84,0,0,0,0
2016-05-29,2016,5,29,30.08,19.22,24.68,0,0,0,0
2016-05-30,2016,5,30,27.64,17.16,22.42,0,0,0,0
2016-05-31,2016,5,31,26.44,13.72,20.08,0,0,0,0
2016-06-01,2016,6,1,19.34,12.14,15.78,0.08,0,0.08,0
2016-06-02,2016,6,2,28.76,15.56,22.18,0.08,0,0.08,0
2016-06-03,2016,6,3,25.52,13.6,19.6,0,0,0,0
2016-06-04,2016,6,4,26.12,14.56,20.36,3.32,0,5,0
2016-06-05,2016,6,5,22.76,16.24,19.52,6.16,0,14.32,0
2016-06-06,2016,6,6,25.24,14.04,19.68,1.24,0,2.58,0
2016-06-07,2016,6,7,20.02,11.36,15.72,0,0,0,0
2016-06-08,2016,6,8,14.68,7.6,11.16,0,0,0,0
2016-06-09,2016,6,9,20.44,7.68,14.08,0,0,0,0
2016-06-10,2016,6,10,22.64,8.32,15.5,4.12,0,4.12,0
2016-06-11,2016,6,11,30.38,12.26,21.34,4.76,0,7.58,0
2016-06-12,2016,6,12,19.96,13.14,16.56,0,0,0,0
2016-06-13,2016,6,13,18.74,11.14,14.96,0,0,0,0
2016-06-14,2016,6,14,21.28,8.72,15.04,0,0,0,0
2016-06-15,2016,6,15,23.92,9.86,16.92,0.12,0,0.32,0
2016-06-16,2016,6,16,25.9,15.14,20.54,0,0,0.32,0
2016-06-17,2016,6,17,28.8,13.82,21.32,0,0,0,0
2016-06-18,2016,6,18,30.4,15.5,22.98,0,0,0,0
2016-06-19,2016,6,19,31.82,16.54,24.2,0,0,0,0
2016-06-20,2016,6,20,32.9,18.58,25.76,0.04,0,0.04,0
2016-06-21,2016,6,21,26.22,13.5,19.86,0.04,0,0.04,0
2016-06-22,2016,6,22,25.28,14.38,19.86,0.06,0,0.06,0
2016-06-23,2016,6,23,23.66,12.3,18.02,0,0,0,0
2016-06-24,2016,6,24,26.84,13.72,20.32,0,0,0,0
2016-06-25,2016,6,25,28.22,,,0,0,0,0
2016-06-26,2016,6,26,31.84,16.52,24.22,2.36,0,3.72,0
2016-06-27,2016,6,27,32.48,19.88,26.2,0,0,0,0
2016-06-28,2016,6,28,23.18,15.6,19.42,0,0,0,0
2016-06-29,2016,6,29,25.6,14.26,19.94,0,0,0,0
2016-06-30,2016,6,30,27.04,12.04,19.56,0,0,0,0
2016-07-01,2016,7,1,22.42,13.38,17.92,2.46,0,6.34,0
2016-07-02,2016,7,2,25.9,12.58,19.28,0,0,0,0
2016-07-03,2016,7,3,27.52,12.68,20.12,0,0,0,0
2016-07-04,2016,7,4,28.32,13.28,20.82,0,0,0,0
2016-07-05,2016,7,5,31.34,18,24.68,0,0,0,0
2016-07-06,2016,7,6,31.76,18.02,24.9,0.04,0,0.04,0
2016-07-07,2016,7,7,30.54,20.7,25.64,0.48,0,1.44,0
2016-07-08,2016,7,8,,,,0.24,0,0.4,0
2016-07-09,2016,7,9,,,,1.88,0,2.26,0
2016-07-10,2016,7,10,28.26,16.76,22.54,0,0,0,0
2016-07-11,2016,7,11,26.12,16.98,21.58,0,0,0,0
2016-07-12,2016,7,12,30.74,18.98,24.88,0,0,0,0
2016-07-13,2016,7,13,,,,5.84,0,6.86,0
2016-07-14,2016,7,14,29.24,20.06,24.7,2.3,0,6.06,0
2016-07-15,2016,7,15,27.12,16.76,21.96,0.42,0,0.42,0
2016-07-16,2016,7,16,22.68,14.66,18.7,0.04,0,0.04,0
2016-07-17,2016,7,17,26.5,13.58,20.06,0,0,0,0
2016-07-18,2016,7,18,30.16,18.36,24.28,0,0,0,0
2016-07-19,2016,7,19,25.98,13.96,19.98,0,0,0,0
2016-07-20,2016,7,20,27.68,13.42,20.58,0,0,0,0
2016-07-21,2016,7,21,31.88,17.7,24.82,0,0,0,0
2016-07-22,2016,7,22,35.2,21.78,28.5,0,0,0,0
2016-07-23,2016,7,23,33.2,21.74,27.5,0,0,0,0
2016-07-24,2016,7,24,26.74,20,23.42,2.52,0,2.52,0
2016-07-25,2016,7,25,31.54,20.76,26.16,6.34,0,14.92,0
2016-07-26,2016,7,26,29.5,17.58,23.56,0,0,0,0
2016-07-27,2016,7,27,,,,0.88,0,1.76,0
2016-07-28,2016,7,28,29.04,20.4,24.76,4.24,0,4.24,0
2016-07-29,2016,7,29,27.1,19,23.06,0.76,0,1.74,0
2016-07-30,2016,7,30,,,,0.08,0,0.08,0
2016-07-31,2016,7,31,,,,0.16,0,0.96,0
2016-08-01,2016,8,1,27.8,18.96,23.42,1.56,0,1.56,0
2016-08-02,2016,8,2,,,,0,0,0,0
2016-08-03,2016,8,3,,,,0,0,0,0
2016-08-04,2016,8,4,32.08,19.46,25.82,0,0,0,0
2016-08-05,2016,8,5,31.74,22.3,27.04,2.36,0,2.36,0
2016-08-06,2016,8,6,29.68,18.92,24.32,0,0,0,0
2016-08-07,2016,8,7,,,,0,0,0,0
2016-08-08,2016,8,8,28.32,17.06,22.7,0,0,0,0
2016-08-09,2016,8,9,30.64,16.46,23.58,0,0,0.26,0
2016-08-10,2016,8,10,34.08,21.12,27.62,0,0,0.1,0
2016-08-11,2016,8,11,33.04,21.04,27.08,0.08,0,0.08,0
2016-08-12,2016,8,12,,,,0.34,0,0.34,0
2016-08-13,2016,8,13,29.36,22.34,25.86,19.04,0,24.3,0
2016-08-14,2016,8,14,28.84,19.62,24.24,0,0,0,0
2016-08-15,2016,8,15,26.04,17.54,21.84,2.2,0,3,0
2016-08-16,2016,8,16,28.48,19.04,23.78,5.64,0,12.2,0
2016-08-17,2016,8,17,26.62,,,0,0,0,0
2016-08-18,2016,8,18,28.1,19.54,23.86,0,0,0,0
2016-08-19,2016,8,19,29.06,18.7,23.92,0.32,0,0.32,0
2016-08-20,2016,8,20,30.86,20.52,25.72,0.88,0,2,0
2016-08-21,2016,8,21,26.8,17.66,22.26,0.28,0,0.78,0
2016-08-22,2016,8,22,24.18,13.16,18.7,0,0,0,0
2016-08-23,2016,8,23,27.84,14.4,21.14,0,0,0,0
2016-08-24,2016,8,24,,,,1.56,0,1.56,0
2016-08-25,2016,8,25,30.38,21.1,25.78,7.72,0,14.48,0
2016-08-26,2016,8,26,29.6,18.82,24.24,0,0,0,0
2016-08-27,2016,8,27,26.7,16.4,21.58,0.04,0,0.04,0
2016-08-28,2016,8,28,30.48,19.62,25.08,0,0,0,0
2016-08-29,2016,8,29,26.66,17.54,22.12,0,0,0,0
2016-08-30,2016,8,30,,16.62,,0,0,0,0
2016-08-31,2016,8,31,28.8,18.14,23.5,0,0,0.06,0
2016-09-01,2016,9,1,23.04,15.1,19.08,0,0,0,0
2016-09-02,2016,9,2,23.28,13.68,18.5,0,0,0,0
2016-09-03,2016,9,3,23.92,13.06,18.5,0,0,0,0
2016-09-04,2016,9,4,24.5,12.24,18.4,0,0,0,0
2016-09-05,2016,9,5,28.78,14.48,21.66,0,0,0,0
2016-09-06,2016,9,6,30.52,18.84,24.7,0,0,0,0
2016-09-07,2016,9,7,34.24,20.96,27.62,10.68,0,21.76,0
2016-09-08,2016,9,8,29.98,21.76,25.9,1.5,0,2.56,0
2016-09-09,2016,9,9,28.44,19.4,23.96,0,0,0,0
2016-09-10,2016,9,10,28.7,18.26,23.5,1.8,0,3.68,0
2016-09-11,2016,9,11,23.08,13.52,18.32,0,0,0,0
2016-09-12,2016,9,12,24.14,11.1,17.64,0,0,0,0
2016-09-13,2016,9,13,27.6,13.9,20.76,0,0,0,0
2016-09-14,2016,9,14,22.54,13.98,18.28,0,0,0,0
2016-09-15,2016,9,15,20.12,10.4,15.26,0,0,0,0
2016-09-16,2016,9,16,22.86,11.04,16.98,0.16,0,0.16,0
2016-09-17,2016,9,17,22.42,18.14,20.3,5.36,0,9.6,0
2016-09-18,2016,9,18,,,,0,0,0,0
2016-09-19,2016,9,19,,,,0,0,0,0
2016-09-20,2016,9,20,,,,0,0,0,0
2016-09-21,2016,9,21,,,,0,0,0,0
2016-09-22,2016,9,22,,,,0,0,0,0
2016-09-23,2016,9,23,21.04,11.6,16.36,0.4,0,0.7,0
2016-09-24,2016,9,24,18.9,8.64,13.8,0,0,0,0
2016-09-25,2016,9,25,17.78,7.98,12.9,0,0,0,0
2016-09-26,2016,9,26,18.1,11.94,15.04,6.96,0,11.04,0
2016-09-27,2016,9,27,21.5,9.3,15.44,0,0,0,0
2016-09-28,2016,9,28,22.26,13.04,17.66,0,0,0,0
2016-09-29,2016,9,29,17.2,13.56,15.4,1.8,0,3.62,0
2016-09-30,2016,9,30,18.72,13.64,16.22,0.08,0,0.08,0
2016-10-01,2016,10,1,15.96,13.24,14.62,1.26,0,1.4,0
2016-10-02,2016,10,2,19.52,14.44,17.02,3.32,0,4.52,0
2016-10-03,2016,10,3,,,,0.08,0,0.08,0
2016-10-04,2016,10,4,19.54,13.8,16.68,0,0,0,0
2016-10-05,2016,10,5,20.38,13.22,16.82,0,0,0,0
2016-10-06,2016,10,6,23.1,15.14,19.16,0,0,0,0
2016-10-07,2016,10,7,22.24,13.78,18.04,1.2,0,1.2,0
2016-10-08,2016,10,8,18.96,9.2,14.1,2.12,0,3.06,0
2016-10-09,2016,10,9,13.2,5.2,9.24,0,0,0,0
2016-10-10,2016,10,10,13.34,2.02,7.72,0,0,0,0
2016-10-11,2016,10,11,17.04,3.5,10.3,0,0,0,0
2016-10-12,2016,10,12,21.88,9.6,15.76,0,0,0,0
2016-10-13,2016,10,13,18.44,6,12.26,0.08,0,0.08,0
2016-10-14,2016,10,14,14.92,3.56,9.26,0,0,0,0
2016-10-15,2016,10,15,18.74,7.46,13.14,0.08,0,0.08,0
2016-10-16,2016,10,16,20.84,15.6,18.24,2.4,0,2.92,0
2016-10-17,2016,10,17,,,,0.08,0,0.26,0
2016-10-18,2016,10,18,,,,1.2,0,1.2,0
2016-10-19,2016,10,19,20.28,10.64,15.48,0.88,0,0.88,0
2016-10-20,2016,10,20,15.14,11.24,13.22,6.44,0,9,0
2016-10-21,2016,10,21,11.14,5.62,8.42,2.74,0,4.7,0
2016-10-22,2016,10,22,8.7,3.62,6.18,0,0,0,0
2016-10-23,2016,10,23,14.1,3.86,9,0,0,0,0
2016-10-24,2016,10,24,10.18,5.3,7.78,0.04,0,0.04,0
2016-10-25,2016,10,25,,,,0,0,0,0
2016-10-26,2016,10,26,,,,1.16,0.32,1.8,0
2016-10-27,2016,10,27,5.08,0.66,2.9,4.08,0.68,7.94,0
2016-10-28,2016,10,28,11.12,0.52,5.82,0,0,0,0
2016-10-29,2016,10,29,19.48,9.76,14.64,0.08,0,0.08,0
2016-10-30,2016,10,30,,,,0.72,0,0.84,0
2016-10-31,2016,10,31,,,,0,0,0,0
2016-11-01,2016,11,1,16.76,4.56,10.7,0,0,0,0
2016-11-02,2016,11,2,18.86,10.98,14.96,5.96,0,7.78,0
2016-11-03,2016,11,3,14.36,6.84,10.62,7.92,0,16,0
2016-11-04,2016,11,4,12.14,3.3,7.72,0,0,0,0
2016-11-05,2016,11,5,16.18,6.66,11.44,0,0,0,0
2016-11-06,2016,11,6,13.14,4.4,8.8,0,0,0,0
2016-11-07,2016,11,7,15.84,2.08,9,0,0,0,0
2016-11-08,2016,11,8,,,,1,0,1.16,0
2016-11-09,2016,11,9,,3.2,,0,0,0,0
2016-11-10,2016,11,10,16.54,0.62,8.6,0.12,0,0.12,0
2016-11-11,2016,11,11,11.3,0.9,6.12,0,0,0,0
2016-11-12,2016,11,12,10.02,-2.06,4,0,0,0,0
2016-11-13,2016,11,13,12.54,2.14,7.36,0,0,0,0
2016-11-14,2016,11,14,13.38,3.7,8.56,0,0,0,0
2016-11-15,2016,11,15,13.06,1.6,7.34,0,0,0,0
2016-11-16,2016,11,16,,,,0.08,0,0.08,0
2016-11-17,2016,11,17,,,,0,0,0,0
2016-11-18,2016,11,18,16.76,5.04,10.94,0,0,0,0
2016-11-19,2016,11,19,13.88,1,7.46,2.4,0.24,4.22,0
2016-11-20,2016,11,20,,,,0,1.16,1.8,0.2
2016-11-21,2016,11,21,1.04,-3.22,-1.1,0,0.74,0.7,1
2016-11-22,2016,11,22,2.52,-3.32,-0.38,0,0.08,0.08,1.2
2016-11-23,2016,11,23,1.6,-4.08,-1.24,0.88,0.96,2.48,0.4
2016-11-24,2016,11,24,4.1,0.66,2.4,1.5,0.12,2.56,0.6
2016-11-25,2016,11,25,,,,0.58,0,0.86,0
2016-11-26,2016,11,26,6.88,2.68,4.8,0.84,0,2.32,0
2016-11-27,2016,11,27,,,,0,0,0,0
2016-11-28,2016,11,28,,,,1.12,0,1.22,0
2016-11-29,2016,11,29,13.42,5.04,9.26,0.84,0,1.78,0
2016-11-30,2016,11,30,,,,5.3,0,6.5,0
2016-12-01,2016,12,1,,,,0.08,0,0.08,0
2016-12-02,2016,12,2,6.12,1.86,4.02,0.48,0.06,0.54,0
2016-12-03,2016,12,3,5.78,0.78,3.3,0,0,0,0
2016-12-04,2016,12,4,2.94,-0.38,1.3,0,2.2,3.7,0.8
2016-12-05,2016,12,5,5.92,0.48,3.22,0,1.44,2.96,1.6
2016-12-06,2016,12,6,5.32,-0.38,2.5,2.76,0.08,4.72,0
2016-12-07,2016,12,7,3.56,-0.14,1.72,0,0,0,0
2016-12-08,2016,12,8,0.5,-3.06,-1.3,0.06,0.52,0.5,0
2016-12-09,2016,12,9,-0.68,-7.1,-3.92,0,0.08,0.04,0.4
2016-12-10,2016,12,10,-1.46,-7.72,-4.62,0,0.24,0.16,0
2016-12-11,2016,12,11,,,,0,8.7,11.2,0.4
2016-12-12,2016,12,12,2.74,-1.92,0.4,0,1.6,3.16,12
2016-12-13,2016,12,13,-0.8,-5.58,-3.22,0,0,0,8.8
2016-12-14,2016,12,14,-4.46,-9.92,-7.22,0,0.28,0.28,8.4
2016-12-15,2016,12,15,,,,0,3.76,3.84,8
2016-12-16,2016,12,16,-5,-12.3,-8.66,0,3.08,4.64,11.6
2016-12-17,2016,12,17,0.12,-6.66,-3.3,0.76,2.72,6.2,18.2
2016-12-18,2016,12,18,-1.28,-11,-6.16,0.12,0.12,0.62,15.8
2016-12-19,2016,12,19,,,,0,0,0,15
2016-12-20,2016,12,20,0.72,-9.48,-4.42,0,0,0,11
2016-12-21,2016,12,21,0.64,-6.08,-2.76,0,1.24,1.54,14.2
2016-12-22,2016,12,22,3.72,-0.52,1.62,0,0.12,0.14,15
2016-12-23,2016,12,23,2.8,-2,0.4,0.32,0.12,0.52,14
2016-12-24,2016,12,24,3.98,1.12,2.56,1.74,0.32,3.64,12.4
2016-12-25,2016,12,25,3.02,-2.86,0.08,0.4,0,0.4,9.4
2016-12-26,2016,12,26,9.58,-4,2.82,9.92,0.08,15.86,7.8
2016-12-27,2016,12,27,6.36,-2.26,2.06,0,0.08,0.14,3.4
2016-12-28,2016,12,28,0.88,-3.18,-1.2,0,1.48,1.52,2.2
2016-12-29,2016,12,29,2.44,-1.12,0.7,0,3.06,5.94,5.6
2016-12-30,2016,12,30,-0.08,-3.32,-1.72,0,0.36,0.5,6.6
2016-12-31,2016,12,31,,-3.04,,0.36,0.48,1.14,6.8
2017-01-01,2017,1,1,,,,0,0,0,4.4
2017-01-02,2017,1,2,4.58,-3,0.78,0.68,0,0.68,3.2
2017-01-03,2017,1,3,4.3,2.08,3.22,9.6,0,14.2,1.4
2017-01-04,2017,1,4,3.12,-7.84,-2.38,0.12,0,0.34,0.4
2017-01-05,2017,1,5,-6.04,-10.6,-8.34,0,0,0,0.4
2017-01-06,2017,1,6,-6.6,-12.6,-9.64,0,0,0,0.4
2017-01-07,2017,1,7,-7.12,-13.46,-10.3,0,0,0,0.4
2017-01-08,2017,1,8,-8.44,-12.28,-10.4,0,0.12,0.06,0.6
2017-01-09,2017,1,9,-1.92,-9.82,-5.9,0,1,0.76,0.6
2017-01-10,2017,1,10,,,,7.04,4.2,15.02,2
2017-01-11,2017,1,11,,,,5.32,0,6.18,0.2
2017-01-12,2017,1,12,7.4,-1.22,3.1,5.2,0.16,12.08,0
2017-01-13,2017,1,13,-1.54,-8.04,-4.8,0,0,0,0
2017-01-14,2017,1,14,-2.78,-9.52,-6.16,0,0,0,0
2017-01-15,2017,1,15,0.16,-5.76,-2.84,0,0,0,0
2017-01-16,2017,1,16,3.08,-5.54,-1.26,0.72,0,0.72,0
2017-01-17,2017,1,17,1.92,-1,0.46,6.84,0,12.36,0
2017-01-18,2017,1,18,,,,0.12,0,0.2,0
2017-01-19,2017,1,19,3.26,1.44,2.36,0,0,0,0
2017-01-20,2017,1,20,3.7,1.02,2.38,0.16,0,0.16,0
2017-01-21,2017,1,21,5.96,1.82,3.92,0,0,0,0
2017-01-22,2017,1,22,5.44,2.26,3.86,0.06,0,0.06,0
2017-01-23,2017,1,23,4.28,0.64,2.48,0.06,0,0.06,0
2017-01-24,2017,1,24,,,,0,0.2,0.3,0.2
2017-01-25,2017,1,25,,,,1.14,0,1.66,0.2
2017-01-26,2017,1,26,4,1,2.52,0.92,0.08,1.84,0
2017-01-27,2017,1,27,2.1,-1.02,0.54,0,0,0.06,0
2017-01-28,2017,1,28,-0.48,-1.96,-1.24,0,0.56,0.5,0
2017-01-29,2017,1,29,-1.86,-6.34,-4.14,0.04,0,0.04,0.4
2017-01-30,2017,1,30,-4,-11.1,-7.58,0,0.08,0,0.4
2017-01-31,2017,1,31,-1.82,-7,-4.44,0,1.68,2.22,0
2017-02-01,2017,2,1,2.56,-4.88,-1.18,0,0.92,0.58,2.4
2017-02-02,2017,2,2,-2.44,-6.28,-4.4,0,0.04,0.08,2
2017-02-03,2017,2,3,-4.26,-8.7,-6.5,0,0,0,1.6
2017-02-04,2017,2,4,-1.5,-7.96,-4.76,0,0,0,1.4
2017-02-05,2017,2,5,0.74,-3.72,-1.52,0,0.48,0.52,1.6
2017-02-06,2017,2,6,1.5,-6.08,-2.32,0,0,0,2.2
2017-02-07,2017,2,7,4.4,-1.64,1.4,7.72,0,13.9,1.6
2017-02-08,2017,2,8,3.08,-7.28,-2.12,0,0,0,0.8
2017-02-09,2017,2,9,-4.42,-11.92,-8.18,0,0,0.04,1.2
